SAMPLE,POPULATION,ALPHA,GROUP,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
HG03394,AFR,0.2,1000GP,0.0356996,-0.00169998,0.0006336,0.000242739,0.00185588,0.0208372,-0.0130839,-0.0168826,0.0168288,-0.00706401
HG03397,AFR,0.2,1000GP,0.029119,-0.00429428,0.0162481,0.0127608,-0.00151726,0.0158264,0.00150832,0.00893216,0.0197794,0.0465988
HG03401,AFR,0.2,1000GP,0.0326904,-0.00188692,-0.00167313,0.00303999,0.021774,-0.00648263,-0.00756159,0.00534236,0.00499102,-0.00074946
HG03410,AFR,0.2,1000GP,0.030928,0.00355056,-0.011466,0.00347059,0.0118325,0.0206073,0.00115921,-0.0354471,-0.00870897,0.0138114
HG03419,AFR,0.2,1000GP,0.0372853,-0.00320595,0.00434271,0.00344791,0.0272583,0.00381213,0.00864,0.00106406,0.0523946,-0.0135042
HG03428,AFR,0.2,1000GP,0.0328031,0.00207045,0.0133435,-0.00551776,-0.00342817,0.0143116,0.0587511,0.00496971,-0.000852952,0.00676285
HG03432,AFR,0.2,1000GP,0.0312468,-0.00140067,-0.00121627,0.0188946,-0.0039105,-0.0293497,-0.0154379,-0.00748824,0.0199727,-0.00434213
HG03433,AFR,0.2,1000GP,0.0324581,-0.00161484,-0.0130867,0.00726674,-0.00908115,0.0166609,-0.0056044,-0.0061644,0.00399499,0.018368
HG03436,AFR,0.2,1000GP,0.0265374,0.00477389,-0.00571978,-0.0120586,0.0163419,0.0183263,-0.00706128,-0.0110168,-0.0256736,-0.0168954
HG03437,AFR,0.2,1000GP,0.0341371,-0.00354531,-0.00111808,-0.00962937,0.00418093,-0.0305102,0.0338009,-0.00377773,-0.00381766,-0.0174891
HG03439,AFR,0.2,1000GP,0.0377955,-0.00440664,-0.00115819,0.00191144,0.0105948,-0.0362513,0.0225132,0.0103777,-0.0400688,-0.0190581
HG03442,AFR,0.2,1000GP,0.0333361,-0.00479855,0.00199816,0.012643,0.0343706,0.0195908,-0.00214599,0.00529141,-0.00260125,-0.00115215
HG03445,AFR,0.2,1000GP,0.0335687,-0.000490254,-0.00948504,-0.0182854,-0.00491025,-0.0064049,-0.0202505,0.0288277,-0.0124756,-0.0112783
HG03446,AFR,0.2,1000GP,0.0269396,0.00317722,-0.00322723,0.0113118,0.0101562,-0.0160724,0.0319776,-0.00230844,-0.0102292,0.0169688
HG03449,AFR,0.2,1000GP,0.0331503,0.00343704,-0.00483828,-0.00610004,-0.0252128,-0.00598017,0.00683807,0.0101233,0.00882507,-0.01288
HG03451,AFR,0.2,1000GP,0.0314508,-0.0094913,0.00127188,0.00775728,-0.00599301,-0.00246896,-0.017082,-0.0104055,0.00102711,0.00684224
HG03452,AFR,0.2,1000GP,0.0306365,-0.00154858,-0.00260478,0.00692559,-0.0174455,-0.0220026,0.0339981,-0.0236969,0.0249888,0.00317127
HG03455,AFR,0.2,1000GP,0.034576,0.000872554,0.00528321,0.00282453,0.00787835,0.00333211,-0.00919148,0.00717851,0.0267834,-0.0126842
HG03457,AFR,0.2,1000GP,0.0324365,-0.00526715,-0.000946791,-0.00585446,0.017629,0.0219173,0.016347,-0.0177713,0.00527395,-0.00648457
HG03458,AFR,0.2,1000GP,0.0366853,0.00380909,-0.00574168,-0.00462554,-0.0108148,0.0218346,-0.00573278,-0.0280882,-0.0171444,0.0160306
HG03460,AFR,0.2,1000GP,0.0426984,-0.00869496,0.00329283,0.000258863,-0.00421406,-0.0209037,-0.00872061,-0.00334963,-0.0271679,-0.0256639
HG03461,AFR,0.2,1000GP,0.0396737,0.00115007,0.00302012,0.00231048,-0.000988363,0.0353579,-0.0107205,0.00884208,-0.00639623,-0.011033
HG03464,AFR,0.2,1000GP,0.0348791,0.0078173,0.00237619,-0.0177708,0.0100733,0.0163268,0.0158289,-0.0324354,-0.00806151,-0.0166543
HG03469,AFR,0.2,1000GP,0.0338191,-0.000416251,-0.00577419,-0.00694007,-0.0162507,-0.00649006,0.0152832,0.00341117,0.0176029,0.00262299
HG03470,AFR,0.2,1000GP,0.0339814,0.00699905,-0.00241632,-0.0147746,-0.0217979,-0.00500821,0.00185186,0.0253611,-0.0059937,0.0227202
HG03472,AFR,0.2,1000GP,0.0400528,0.00543509,0.000787138,0.00377322,0.0155461,-0.0248814,-0.000877222,-0.0223884,-0.0090024,-0.00924945
HG03473,AFR,0.2,1000GP,0.0290474,-0.00234095,0.0137183,0.0189592,0.000614978,0.0287265,0.0234911,-0.00177825,0.0375386,-0.00569974
HG03476,AFR,0.2,1000GP,0.0398481,-0.000680177,-0.0148524,-0.00257946,0.0145789,0.00812981,-0.0204851,-0.0119081,-0.0441922,-0.00588457
HG03478,AFR,0.2,1000GP,0.0302902,0.000430197,-0.00284236,0.00881693,0.0149697,0.00438697,0.00233418,-0.0168703,-0.0224257,-0.0206165
HG03479,AFR,0.2,1000GP,0.0358669,0.00148107,0.0118398,0.00082578,-0.0116674,-0.000621886,0.0139861,0.00625573,-0.00419266,-0.0122356
HG03484,AFR,0.2,1000GP,0.0332301,0.00267159,0.00737183,0.00452972,0.0161214,0.0315604,0.0403097,0.0135483,0.0153264,-0.0153166
HG03485,AFR,0.2,1000GP,0.0400852,4.53E-05,0.00748234,0.00888048,0.0113197,0.0012827,0.0183256,0.00689987,0.0197062,0.0182074
HG03488,SAS,0.2,1000GP,-0.0108729,0.00690011,-0.0165877,0.00480714,0.0114701,0.0134396,0.0322758,-0.013983,0.000779122,0.00131214
HG03490,SAS,0.2,1000GP,-0.0201044,0.0180041,-0.0173794,-0.00282282,-0.0132894,-0.0349846,-0.00123621,0.0124846,-0.0237564,0.00535788
HG03491,SAS,0.2,1000GP,-0.00884956,0.00848446,-0.0454125,-0.000615904,-0.00163489,0.0369777,-0.00916035,0.0288118,-0.0129185,-0.00165912
HG03499,AFR,0.2,1000GP,0.0376043,-0.00299703,-0.00121951,-0.0213804,0.00339165,-0.00332259,0.0166295,0.0154675,0.0156209,0.0221261
HG03511,AFR,0.2,1000GP,0.0384379,-0.00542172,0.00334497,0.00577023,0.0132037,-0.0307163,-0.0204536,-0.0443461,0.0678283,-0.0390012
HG03514,AFR,0.2,1000GP,0.0338506,-0.00443664,0.00196073,-0.00308442,-0.0030767,-0.00771375,0.0186822,-0.0179964,-0.015262,-0.0108286
HG03515,AFR,0.2,1000GP,0.0383994,0.00572671,-0.00267846,0.00950726,0.0092383,0.0166953,-0.00615119,0.00541831,0.0222493,0.00424376
HG03517,AFR,0.2,1000GP,0.0321972,0.00929664,-0.00317181,-0.0101227,0.0278778,0.0217631,0.0174693,-0.0176936,-0.000425388,-0.0268647
HG03518,AFR,0.2,1000GP,0.0352662,0.00177019,0.00418275,-0.00685477,-0.0258741,-0.0072756,0.00646512,-0.0246848,0.0078891,-0.021363
HG03520,AFR,0.2,1000GP,0.0376364,0.0024872,-0.00616011,-5.03E-06,0.0149481,-0.00902296,0.0197221,0.02383,-0.00768995,0.0161752
HG03521,AFR,0.2,1000GP,0.0304762,-0.00499574,-0.0062736,-0.00725522,0.0125648,-0.0019837,0.015784,0.0207892,-0.0140098,0.00355708
HG03538,AFR,0.2,1000GP,0.0359166,0.00564779,-0.0102806,0.00362903,0.00815866,-0.0128269,0.0434141,-0.0213512,0.00247742,-0.0343416
HG03539,AFR,0.2,1000GP,0.0308577,0.0021591,-0.0072776,0.00818396,0.00721983,-0.0193784,0.0361172,-0.00133862,-0.0139391,-0.0126591
HG03547,AFR,0.2,1000GP,0.0323298,-0.00158341,-0.00330774,-0.0170694,0.0211125,-0.00359007,0.0205701,0.0429659,0.0239674,-0.00954945
HG03548,AFR,0.2,1000GP,0.0301897,-0.00141285,0.003647,-0.0190744,0.0122168,-0.0134569,-0.0100464,0.0147896,0.0142229,-0.0140705
HG03556,AFR,0.2,1000GP,0.0366247,-0.000391777,-0.0063067,-0.00704756,-0.006964,0.0138081,0.00738999,-0.0380175,-0.0379865,-0.00238268
HG03557,AFR,0.2,1000GP,0.0395289,-0.0108211,0.00524035,0.00258835,-0.0104489,0.00178555,0.0282259,0.0020453,-0.034384,-0.0492938
HG03558,AFR,0.2,1000GP,0.0400375,-0.000469808,-0.000743745,0.00183889,-0.00530506,-0.00686267,0.0249404,-0.0248073,0.0211006,-0.0330967
HG03559,AFR,0.2,1000GP,0.0347827,-0.00485149,-0.0044991,0.0136007,0.00957506,-0.0369016,0.0278954,0.0147684,-0.0085204,0.0316209
HG03563,AFR,0.2,1000GP,0.0334596,0.00155898,-0.0123255,0.00582112,0.0176809,0.00344668,0.0146951,-0.00458959,-0.0267086,0.0148949
HG03565,AFR,0.2,1000GP,0.031053,-0.000554492,-0.000679763,0.00131327,0.0160194,-0.0279678,-0.0036203,-0.00636905,-0.0300726,-0.0211484
HG03567,AFR,0.2,1000GP,0.035019,0.00445161,0.00629892,0.00261049,-0.0174585,-0.00994773,0.0175926,0.00407128,-0.00968796,-0.0296489
HG03571,AFR,0.2,1000GP,0.0358453,-0.00860681,0.00395179,0.0122689,0.00208239,0.000269098,0.0137168,0.053615,-0.0129948,0.00610854
HG03572,AFR,0.2,1000GP,0.041727,-0.00203195,0.019968,-0.00348957,-0.0113895,0.00284116,0.0106174,0.00570897,0.00459523,-0.0445076
HG03575,AFR,0.2,1000GP,0.0343072,0.00749438,0.00607946,2.55E-05,-0.0145489,-0.0224294,0.0241846,-0.00243149,0.0168211,0.00342368
HG03577,AFR,0.2,1000GP,0.0352237,-0.000139518,0.000986098,0.0136308,-0.0059279,0.0507227,-0.0122031,-0.000761947,0.00106622,0.00909851
HG03578,AFR,0.2,1000GP,0.0331938,-0.00256765,0.00196144,0.00292088,0.005274,0.0114073,0.0215323,-0.000875762,0.02386,0.00983725
HG03583,AFR,0.2,1000GP,0.0327282,0.0063742,0.0179369,-0.0112014,-0.0290249,-0.00234923,0.0250208,0.0106988,0.0265296,-0.0228773
HG03585,SAS,0.2,1000GP,-0.0110145,-0.00596862,-0.0389938,-0.0368837,-0.0187613,0.0245992,-0.0156261,0.0235701,-0.00535735,0.0100496
HG03589,SAS,0.2,1000GP,-0.0156383,-0.00200041,-0.0211812,-0.00123969,-0.00620565,0.00480177,-0.0256368,-0.0216838,-0.0200908,-0.00244132
HG03593,SAS,0.2,1000GP,-0.0112224,0.00361679,-0.0372842,-0.00603657,0.0108825,0.0118442,0.0166399,-0.0034868,-0.00757555,-0.0413908
HG03594,SAS,0.2,1000GP,-0.00792733,0.00698285,-0.0364188,-0.0037874,0.0229943,-0.0170023,-0.0520826,0.0351215,-0.0167493,0.00399712
HG03595,SAS,0.2,1000GP,-0.0120374,0.00630915,-0.0247675,0.00463751,-0.00956006,0.0115767,-0.012597,0.00868291,-0.0115254,0.0230615
HG03598,SAS,0.2,1000GP,-0.00766018,0.00243474,-0.0395248,-0.0121965,-0.00466528,0.0156176,0.00425959,-0.0328795,0.00713454,0.0134675
HG03600,SAS,0.2,1000GP,-0.00589236,0.00140718,-0.0407007,-0.0154629,-0.0010017,-0.0398049,-0.0249179,0.00873395,9.03E-05,-0.0141777
HG03603,SAS,0.2,1000GP,-0.0132204,-0.00145018,-0.0332225,-0.00989536,-0.0187464,-0.0271624,0.0137366,0.0145282,-0.00882207,0.00773934
HG03604,SAS,0.2,1000GP,-0.00954645,-9.62E-05,-0.0398638,-0.0135378,0.0250546,0.0121209,0.00356411,0.00657275,0.00303965,0.00928635
HG03607,SAS,0.2,1000GP,-0.006274,0.000344116,-0.039791,-0.00143159,0.0174514,0.00999722,-0.0129855,-0.00383757,-0.00261881,-0.0296947
HG03611,SAS,0.2,1000GP,-0.00682044,-0.00238016,-0.0261171,-0.00466122,0.00324235,0.0177301,0.00442332,0.0263834,0.0167367,0.0103125
HG03615,SAS,0.2,1000GP,-0.0116633,-0.00386737,-0.0511429,-0.000984591,-0.0032698,-0.00927297,-0.0125393,0.0375034,0.00592684,-0.0147845
HG03616,SAS,0.2,1000GP,-0.00561096,0.00952478,-0.0202675,-0.0153482,0.00715904,0.00955496,-0.0390836,-0.00284764,0.00972669,-0.000226948
HG03619,SAS,0.2,1000GP,-0.0100783,0.0138649,-0.00597567,-0.00246995,0.0145804,-0.011092,-0.00413397,0.0112887,0.00418834,0.00885917
HG03624,SAS,0.2,1000GP,-0.0193983,0.0152133,-0.0142775,-0.00867178,0.00276285,0.00838353,-0.0313313,0.0168872,0.0208386,0.0100602
HG03625,SAS,0.2,1000GP,-0.00758291,0.00808694,-0.0286826,0.00356211,0.00447377,0.00242734,0.0138519,0.0087735,0.00540619,-0.0233717
HG03629,SAS,0.2,1000GP,-0.0099945,0.016917,-0.027448,0.0121578,-0.0194969,-0.0453387,0.0332819,0.00404031,-0.0368394,0.0155252
HG03631,SAS,0.2,1000GP,-0.0149295,0.00395198,-0.0377374,-0.00211452,-0.00110881,-0.0105395,0.0257662,-0.0115743,-0.00400798,-0.0154835
HG03634,SAS,0.2,1000GP,-0.012281,0.00699667,-0.0172637,-0.00271574,-0.00164584,-0.000320129,0.015308,-0.0336342,0.0448694,-0.0197312
HG03636,SAS,0.2,1000GP,-0.0141208,0.0171895,-0.0288969,-0.0115176,0.0164406,0.0105747,-0.010037,0.0143607,0.0072821,0.00962344
HG03640,SAS,0.2,1000GP,-0.00575785,0.011979,-0.0368092,-0.00146291,-0.0125934,0.00101338,-0.0180893,0.00711331,-0.0183654,0.0310401
HG03642,SAS,0.2,1000GP,-0.00972998,-0.00175288,-0.0322671,-0.0167095,0.0141308,-0.0137443,-0.0214808,-0.0203234,0.0396847,0.000684941
HG03643,SAS,0.2,1000GP,-0.00991982,0.00382837,-0.0369668,-0.0212339,-0.00147798,0.0153858,0.0288657,0.0423639,-0.0365425,-0.0259065
HG03644,SAS,0.2,1000GP,-0.0104608,0.00157296,-0.064472,-0.0275579,-0.000254044,-0.0188418,0.00712343,-0.0184963,0.0274274,0.0204051
HG03645,SAS,0.2,1000GP,-0.0135824,0.0173367,-0.03994,-0.0114686,-0.022005,-0.024281,0.0107238,0.00193666,-0.00270511,-0.00369352
HG03646,SAS,0.2,1000GP,-0.0100484,0.0102258,-0.0273518,-0.00113833,-0.020602,0.00993588,-0.0193408,0.0224697,-0.011401,-0.00736524
HG03649,SAS,0.2,1000GP,-0.00980499,0.00986466,-0.031906,-0.0068455,-0.0333194,0.00735341,0.0108699,-0.0292463,-0.0140697,0.026943
HG03652,SAS,0.2,1000GP,-0.0139159,0.00484148,-0.0138806,-0.0158324,0.000713466,-0.00153155,0.0175594,0.00489237,0.0166249,-0.00679778
HG03653,SAS,0.2,1000GP,-0.00262539,0.0112081,-0.0370706,-0.00923341,-0.0098524,0.00542524,-0.0140622,0.013101,-0.0236751,0.00171588
HG03660,SAS,0.2,1000GP,-0.0158755,0.00588919,-0.0328108,-0.00132439,-0.0115739,-0.0162417,-0.0289381,0.0358424,-0.00972939,0.0103835
HG03663,SAS,0.2,1000GP,-0.00577125,-0.0047459,-0.036673,-0.0212159,0.0245649,0.00502175,-0.0298182,0.00241543,-0.0156702,0.0289609
HG03667,SAS,0.2,1000GP,-0.00726103,-0.00177039,-0.0310618,-0.0196226,-0.0427258,0.0143095,0.00895963,0.0335007,-0.0010033,0.0118125
HG03668,SAS,0.2,1000GP,-0.0121947,0.00336036,-0.0262781,0.00800131,0.0127343,-0.00564242,-0.0285682,-0.0140276,-0.0152189,0.0255007
HG03672,SAS,0.2,1000GP,-0.015689,-0.000844994,-0.0452258,-0.0117214,-0.00556588,-0.00329961,0.0330936,-0.015678,-0.0246961,-0.0119635
HG03673,SAS,0.2,1000GP,-0.00791824,0.0110575,-0.042227,-0.00369291,0.00655689,0.024985,0.0190701,-0.000868719,-0.0277267,-0.00909654
HG03679,SAS,0.2,1000GP,-0.0155112,0.00715087,-0.0440718,-0.0108429,-0.0131045,-0.007257,0.00151844,0.000264785,0.00412975,-0.0193589
HG03680,SAS,0.2,1000GP,-0.013894,0.00381111,-0.0498235,-0.00935947,-0.0127223,0.00180227,-0.0323103,-0.00688447,0.0400715,-0.0157668
HG03681,SAS,0.2,1000GP,-0.00752625,0.00725392,-0.0504068,-0.0137941,-0.0256708,0.0271848,0.0402868,0.0214366,0.00885876,-0.0154024
HG03684,SAS,0.2,1000GP,-0.00109779,0.0120373,-0.0439376,-0.00484543,-0.00759699,0.0141981,-0.0197579,0.0310678,-0.00241058,-0.0083593
HG03685,SAS,0.2,1000GP,-0.017874,0.0113845,-0.0380011,-0.00840293,0.00602533,0.0278042,0.0538382,-0.00769955,0.0117821,-0.000382655
HG03686,SAS,0.2,1000GP,-0.00755825,0.0111212,-0.0253078,-0.0116921,0.00388261,0.011672,-0.00554558,0.00700046,-0.000118303,0.0111025
HG03687,SAS,0.2,1000GP,-0.0137218,-0.00180505,-0.0422134,-0.0103428,-0.00530117,-0.0161184,-0.0078656,-0.0026123,0.00451864,-0.0520352
HG03689,SAS,0.2,1000GP,-0.0107963,0.0102251,-0.0519549,-0.00775087,0.00611546,-0.0125696,0.0368805,0.00629912,0.0429229,0.0369984
HG03690,SAS,0.2,1000GP,-0.0120119,0.0104061,-0.0465613,-0.0074174,-0.0283233,0.02136,-0.0231825,-0.0117745,-0.00167563,-0.0380489
HG03691,SAS,0.2,1000GP,-0.0128005,0.00603781,-0.0183758,-0.00387559,-0.0219778,0.000414284,-0.00960262,-0.0166285,0.00373356,0.00694692
HG03692,SAS,0.2,1000GP,-0.00984781,-0.00250273,-0.039467,-0.0187866,-0.00900606,0.00748641,0.00503852,0.0233384,-0.0107976,0.000518237
HG03693,SAS,0.2,1000GP,-0.00787363,0.00196962,-0.0341816,0.00363524,-0.0012654,0.0101754,-0.0270002,0.022288,-0.0236105,0.0461728
HG03694,SAS,0.2,1000GP,-0.00806589,-0.00142461,-0.0273129,0.00318548,-0.0158239,0.00663098,0.0348995,0.00929328,-0.0248491,0.00692678
HG03695,SAS,0.2,1000GP,-0.00933764,0.00505575,-0.0435982,-0.0059064,0.00178177,0.00990599,-0.0162561,-0.00245045,-0.010464,0.0236863
HG03696,SAS,0.2,1000GP,-0.0116046,0.00454788,-0.0399519,-0.0114819,-0.000944341,0.0387534,-0.0262098,0.00189521,-0.0173808,0.0294736
HG03697,SAS,0.2,1000GP,-0.00818406,0.0142083,-0.0468407,-0.0149462,0.00363249,0.0158964,-0.0107802,0.00726448,-0.0574393,0.0067022
HG03698,SAS,0.2,1000GP,-0.00779256,0.0110331,-0.0414164,-0.0148413,-0.00402582,0.0242471,0.0617036,-0.0280906,0.0212632,-0.0169247
HG03702,SAS,0.2,1000GP,-0.0148513,0.00722751,-0.036436,-0.0167684,-0.0142668,-0.0271022,0.0054956,0.0197774,0.0081071,0.0113709
HG03703,SAS,0.2,1000GP,-0.00456642,0.00329566,-0.016003,-0.0054413,-0.00384998,0.0116903,0.0464333,0.000219806,-0.0176942,0.00382509
HG03705,SAS,0.2,1000GP,-0.0147462,0.0104826,-0.0415765,-0.0112625,0.00427655,0.00211039,-0.0131633,0.0156597,-0.0158252,-0.00413966
HG03706,SAS,0.2,1000GP,-0.0157779,0.0144303,-0.0363194,-0.0146821,-0.000168252,0.00500893,0.0120093,-0.0276269,-0.0260063,0.00320026
HG03708,SAS,0.2,1000GP,-0.00651026,0.00448417,-0.032749,-0.00469825,-0.0104477,-0.0140611,0.0182877,-0.0315298,-0.0362252,-0.0307792
HG03709,SAS,0.2,1000GP,-0.0116677,0.00872789,-0.030489,-0.00724218,-0.0224535,-0.00572735,-0.00453086,0.0274964,0.0141814,-0.0121892
HG03711,SAS,0.2,1000GP,-0.00890439,-0.00454198,-0.0390552,-0.0136686,-0.0143923,-0.00459082,-0.0275342,-0.00804859,0.018185,0.00826498
HG03713,SAS,0.2,1000GP,-0.0136623,0.0209902,-0.022675,-0.016362,-0.00418211,-0.0181157,-0.0036401,0.0354208,0.00467393,-0.042097
HG03714,SAS,0.2,1000GP,-0.00520175,-0.00436578,-0.0113688,-0.0210101,0.00989,0.00170129,-0.000454053,0.00656311,0.00523079,-0.00388376
HG03716,SAS,0.2,1000GP,-0.00922357,0.00545743,-0.0253368,-0.00676119,-0.0107467,-0.0340929,-0.00569541,0.0289322,-0.0652992,-0.00501197
HG03717,SAS,0.2,1000GP,-0.0120928,0.000353102,-0.031838,-0.0119502,0.00532528,-0.00472311,0.0117023,-0.00383164,-0.0366592,0.0222629
HG03718,SAS,0.2,1000GP,-0.0109625,0.00722914,-0.0350506,-0.00681571,0.0043552,-0.00194457,0.00216502,0.0203425,-0.00296962,0.0109979
HG03720,SAS,0.2,1000GP,-0.00647,0.0200485,-0.0452618,-0.0158772,0.0156318,-0.0191824,0.031732,0.00931899,-0.0156987,-0.0125844
HG03722,SAS,0.2,1000GP,-0.0105944,0.00625966,-0.0348822,-0.0143031,-0.00889744,-0.0065353,0.0125124,0.0245411,0.0344747,0.00625741
HG03727,SAS,0.2,1000GP,-0.00572087,0.0129071,-0.0524013,0.00415738,-0.000287624,0.0388406,-0.0107156,-0.00237673,-0.0272583,-0.00425999
HG03729,SAS,0.2,1000GP,-0.00809384,0.00751644,-0.0341255,-0.0122995,-0.017798,0.0190104,-0.00725589,0.0407288,0.00726347,0.0146124
HG03730,SAS,0.2,1000GP,-0.0078431,0.0121014,-0.0450726,-0.0178204,-0.000187053,0.0345678,0.00163079,0.0247101,0.0494304,0.000365159
HG03731,SAS,0.2,1000GP,-0.00839255,0.00837734,-0.0264624,-0.0056348,-0.0175074,0.0453273,0.0304369,0.00690696,0.0452063,0.0120051
HG03733,SAS,0.2,1000GP,-0.0162491,0.00298307,-0.0441514,0.0013413,-0.0100458,0.00411672,0.0301222,0.00121337,0.0104764,0.00593496
HG03736,SAS,0.2,1000GP,-0.01631,0.000992955,-0.029257,-0.00797043,-0.021735,-0.00705325,-0.0128485,0.0101209,0.00121662,-0.0208032
HG03738,SAS,0.2,1000GP,-0.0134855,0.00427065,-0.038992,-0.00603936,0.0106446,0.025611,-0.0241404,0.0249638,-0.0112747,-0.0126392
HG03740,SAS,0.2,1000GP,-0.0110082,0.0101375,-0.0445622,-0.024692,-0.00526966,-0.00522392,0.00843712,-0.0254907,0.0335433,-0.0114378
HG03741,SAS,0.2,1000GP,-0.00957943,-0.00128517,-0.0418575,-0.0136295,-0.0284946,0.0214224,-0.0198451,0.0248171,0.015773,-0.0185158
HG03742,SAS,0.2,1000GP,-0.0156816,0.0124608,-0.0411128,-0.0325398,0.0027598,0.0192824,-0.00955356,0.000886439,0.000931556,0.0188348
HG03743,SAS,0.2,1000GP,-0.0127113,0.0123791,-0.0465631,-0.0196288,0.0179596,0.0237169,-0.00978197,-0.0136174,0.0346711,-0.0339158
HG03744,SAS,0.2,1000GP,-0.0109597,0.0055917,-0.0270991,-0.0102282,0.00497035,-0.0145478,-0.0115873,0.0304394,0.0173479,0.00868383
HG03745,SAS,0.2,1000GP,-0.0140084,-0.00470826,-0.0364133,-0.00880507,-0.0234126,0.0231588,0.0246913,-0.0323146,-0.010689,0.0125794
HG03746,SAS,0.2,1000GP,-0.00877254,0.00757675,-0.0326476,-0.0139966,-0.0519463,0.0189336,-0.0178841,0.0285995,0.0146669,-0.0176001
HG03750,SAS,0.2,1000GP,-0.00976807,0.0051095,-0.0265044,-0.02858,-0.0105124,-0.0058501,-0.0206731,-0.00202911,-0.0107871,-0.0312702
HG03752,SAS,0.2,1000GP,-0.0168275,0.00982873,-0.0272401,-0.0272179,-0.0262293,0.000442393,-0.000249573,-0.00405005,-0.0331834,0.0122975
HG03753,SAS,0.2,1000GP,-0.0122642,0.00831043,-0.0297972,-0.00665978,-0.011529,-0.00943842,-0.00317545,0.00910322,0.0201142,0.00117411
HG03754,SAS,0.2,1000GP,-0.00706529,0.00702282,-0.0305553,-0.0240049,-0.011424,-0.0147663,-0.00360313,0.0193761,-0.0313539,-0.0199327
HG03755,SAS,0.2,1000GP,-0.0018959,0.00853441,-0.0324395,-0.00867203,-0.0170834,-0.0131327,0.00583097,-0.000627812,-0.00811131,0.0098074
HG03756,SAS,0.2,1000GP,-0.00698826,0.00634822,-0.0402592,-0.0202741,-0.0378439,-0.0299037,0.0117892,0.0399705,-0.0221782,0.0157947
HG03757,SAS,0.2,1000GP,-0.0145226,0.011225,-0.0364084,-0.0189569,0.00755123,0.0132394,0.00131135,-0.00999361,0.0354704,-0.0145286
HG03760,SAS,0.2,1000GP,-0.00944095,0.0119765,-0.058502,-0.0108854,-0.00677559,0.018124,-0.0115228,0.0125237,0.0245009,0.0521142
HG03762,SAS,0.2,1000GP,-0.00565249,0.0106764,-0.0311334,-0.0315548,0.0112139,-0.0144732,0.0022017,0.00173642,-0.0120316,0.0302429
HG03765,SAS,0.2,1000GP,-0.0145731,0.00315418,-0.0309337,-0.0104403,0.0171048,-0.0120921,0.0193243,-0.0424309,-0.0024383,0.0113237
HG03767,SAS,0.2,1000GP,-0.00959801,0.010196,-0.0116088,0.00969398,0.00600702,0.00672782,0.0174961,0.0126982,-0.00745704,-0.0083004
HG03770,SAS,0.2,1000GP,-0.00695491,-0.000215092,-0.0326256,-0.0180959,0.00648413,0.0127896,0.00821487,0.00886936,0.0180383,-0.00188627
HG03771,SAS,0.2,1000GP,-0.0146269,0.0107627,-0.0479805,-0.009802,-0.00591681,0.0266396,0.0155242,-0.0148118,-0.00167897,-0.0174469
HG03772,SAS,0.2,1000GP,-0.0128293,0.0127458,-0.0377368,0.000648462,0.0159395,-0.010076,-0.00180713,0.000129623,0.0110574,0.0111668
HG03773,SAS,0.2,1000GP,-0.00614498,0.00974022,-0.0489696,-0.0188155,-0.0248478,-0.0127062,0.00734001,0.00926405,-0.0174319,0.0150297
HG03774,SAS,0.2,1000GP,-0.0152763,0.0112,-0.033748,-0.0113325,0.00148091,-0.0363218,-0.0142222,0.0194286,0.0365511,0.00660285
HG03775,SAS,0.2,1000GP,-0.0119497,0.0150415,-0.0390534,-0.00190553,0.000406159,-0.0129051,-0.00782205,-0.0223644,0.00651248,0.0404102
HG03777,SAS,0.2,1000GP,-0.0127892,0.00670991,-0.0385489,-0.0195574,0.00181088,-0.0103044,-0.0302586,0.0159311,0.0134041,0.000333521
HG03778,SAS,0.2,1000GP,-0.00939336,0.000476992,-0.0311404,0.00175224,-0.00147447,-0.0413022,-0.000589531,-0.00217286,0.0345818,-0.0174267
HG03779,SAS,0.2,1000GP,-0.00989163,0.00551821,-0.0338696,-0.0101532,0.0207632,0.00856194,-0.0141016,0.0207506,0.0121893,0.000136948
HG03780,SAS,0.2,1000GP,-0.0165959,0.0119882,-0.0395405,-0.0158538,-0.0204652,-0.00905728,0.0165603,0.0247965,-0.00978214,-0.00389546
HG03781,SAS,0.2,1000GP,-0.00739227,0.0077811,-0.0290012,-0.0158011,0.0183968,-0.00566709,0.0597457,-0.0147644,-0.0120426,-0.00588723
HG03782,SAS,0.2,1000GP,-0.00249818,0.0072209,-0.0354278,-0.0037757,0.0321353,0.00121748,-0.0166414,0.0240765,0.00540093,-0.00427168
HG03784,SAS,0.2,1000GP,-0.0111177,0.0110435,-0.0623467,-0.0208552,-0.00945916,-0.00756298,-0.0242173,0.0102437,0.0123634,-0.0178211
HG03785,SAS,0.2,1000GP,-0.0118348,0.00650034,-0.025898,-0.00426158,0.00897638,-0.0068218,0.0025743,0.0235593,-0.0249743,-0.0206885
HG03786,SAS,0.2,1000GP,-0.00960549,0.016619,-0.0390377,-0.0142041,-0.0111353,0.0375658,0.00655144,-0.0120816,-0.0072827,0.0188987
HG03787,SAS,0.2,1000GP,-0.0116416,0.0105963,-0.0501032,-0.00975583,-0.0106257,0.00715983,-0.00944262,7.56E-05,0.0303348,-0.0233782
HG03788,SAS,0.2,1000GP,-0.0103641,0.0133064,-0.0298363,-0.0079952,0.000653209,-0.00608359,0.000173597,-0.0416345,-0.020818,-0.0122328
